song_id,song_name,popularity,danceability,energy,valence,acousticness,speechiness,artists,is_billboard
0LH5xRQz5D36FpIkYUFv2e,In Your Arms,54,0.431,0.81,0.674,0.299,0.0958,Nico & Vinz,True
0Nf53RDPZEjFrQE4B5n6Vf,Yellow Flicker Beat,60,0.584,0.608,0.0633,0.104,0.0352,Lorde,False
0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,58,0.506,0.628,0.556,0.0545,0.173,Ariana Grande,False
70ebKSMHvkUSg7JXgUz74Q,Break the Rules,55,0.676,0.926,0.818,0.0305,0.0425,Charli XCX,True
0k5hoseEJnCAbpRh38dNoI,Title,54,0.779,0.754,0.883,0.343,0.0966,Meghan Trainor,True
0tnGS4zZ9dvcHPLHidb9xr,Wasted Love,36,0.615,0.235,0.303,0.866,0.031,Matt McAndrew,False
6CkqeHWNY9gEjqQqcEnFF0,My Baby’s Got A Smile On Her Face,19,0.414,0.826,0.76,0.0515,0.0372,Craig Wayne Boyd,False
2CBlCkztNSDN2fUnP7DpDj,Girl In A Country Song,42,0.59,0.908,0.874,0.285,0.084,Maddie & Tae,True
13P5rwmk2EsoFRIz9UCeh9,Cool Kids,68,0.719,0.671,0.786,0.0372,0.0336,Echosmith,True
4rhcqdXTzNX9uZRZybj3UP,Make It Rain,55,0.618,0.239,0.327,0.791,0.0274,Ed Sheeran,False
2L8cFPItBljPNJgPjTnuIf,No Flex Zone,60,0.925,0.519,0.247,0.00412,0.104,Rae Sremmurd,False
1Qi2wh8fFgDV7tl4Sj3f2K,Have Yourself A Merry Little Christmas,49,0.399,0.181,0.318,0.953,0.0416,Sam Smith,False
3T1BteAcIjKATAQ8wBLZT7,Come Join The Murder,4,0.649,0.44,0.161,0.76,0.0318,2014 Golden Cove,False
4jtyUzZm9WLc2AdaJ1dso7,0 To 100 / The Catch Up,69,0.707,0.709,0.501,0.763,0.34,Drake,False
4f3ocvNFdJMmGP04kskM2J,Burnin' It Down,43,0.68,0.788,0.653,0.31,0.0466,Jason Aldean,True
6hQNZOmjGuiJuArVQLSKro,Look at You,49,0.503,0.822,0.714,0.0681,0.0506,Big & Rich,True
1pxXqJZBrCREdC0s4Xs6Xz,Day Drinking,58,0.591,0.959,0.86,0.103,0.057,Little Big Town,True
0ABHhxQTaluB94ohp2RLSr,Feelin’ It,54,0.584,0.771,0.686,0.107,0.0514,Scotty McCreery,True
7wdzLe2Gsx1RGqbvYZHASz,i,62,0.761,0.886,0.89,0.0196,0.0627,Kendrick Lamar,False
5vL0yvddknhGj7IrBc6UTj,This Is How We Do,63,0.69,0.636,0.8,0.0203,0.0457,Katy Perry,True
5t54WbqXtMwT5yF1nQSuKz,Baby Don't Lie,49,0.688,0.551,0.274,0.0118,0.0315,Gwen Stefani,False
5r00wpsojd4mBYaQFDvni7,Roller Coaster,58,0.599,0.756,0.282,0.0338,0.0363,Luke Bryan,True
3U4isOIWM3VvDubwSI3y7a,All of Me,83,0.422,0.264,0.331,0.922,0.0322,John Legend,True
094RugjgLW6CdPLOJctBZ3,Boom Clap,61,0.659,0.911,0.576,0.154,0.0786,Charli XCX,True
3iMRGDhn0ghHIUMmlKrJOh,Do They Know It's Christmas? - 2014,35,0.626,0.529,0.232,0.372,0.0321,Band Aid 30,False
6aNwDe5YH5YUPlpHkku52w,Sunshine & Whiskey,66,0.67,0.737,0.754,0.223,0.0434,Frankie Ballard,True
5CXnIPD6rTjszYYQm6fY2P,Dirt,62,0.554,0.875,0.543,0.0661,0.0487,Florida Georgia Line,True
0BO6iWcPj20UGEl224pHWA,Good Girls,54,0.528,0.911,0.576,0.0152,0.0792,5 Seconds of Summer,False
6AzCBeiDuUXGXjznBufswB,Stockholm Syndrome,62,0.678,0.933,0.336,0.0734,0.14,One Direction,True
1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,70,0.725,0.68,0.76,0.162,0.0306,Nico & Vinz,True
4gbVRS8gloEluzf0GzDOFc,Maps,73,0.742,0.713,0.879,0.0205,0.0303,Maroon 5,True
3wx2kQWPn9p5UppQbNhPAk,Leave The Night On,64,0.514,0.951,0.838,0.0951,0.0603,Sam Hunt,True
0dIOvducp7ujHTqj66cQ3X,Amnesia,65,0.594,0.497,0.101,0.0343,0.0303,5 Seconds of Summer,False
3JjnGLK8IxkNLvo8Lb3KOM,18,68,0.681,0.582,0.221,0.22,0.0313,One Direction,True
6HFywc5eQYRRYHYTatCb5Y,Where Do Broken Hearts Go,62,0.565,0.862,0.647,0.0014,0.0326,One Direction,True
61zTSexBvC42Db8jxMHuKx,Handsome And Wealthy,58,0.858,0.665,0.237,0.00348,0.101,Migos,True
6j8lAie0mdUNreql5d5Ejz,Bobby Bitch,57,0.921,0.525,0.794,0.0136,0.413,Bobby Shmurda,False
37sINbJZcFdHFAsVNsPq1i,Superheroes,72,0.491,0.885,0.641,0.00219,0.0395,The Script,True
7GtGeeChOx4NS77bqK8SUx,Ready to Run,59,0.524,0.831,0.299,0.00229,0.036,One Direction,True
10nqz67NQWWa7XPq7ycihi,Welcome To New York,60,0.79,0.635,0.65,0.0326,0.0313,Taylor Swift,False
5v2snXqNEVtKxsJy5YBVfV,I Won't Let You Down,49,0.755,0.915,0.7,0.0257,0.105,OK Go,True
1dgWTMoHwTUnQhOQ8SR5fV,American Kids,69,0.733,0.589,0.867,0.0476,0.1,Kenny Chesney,True
5BtS8w1kkjLV1BbvB0t12u,Hope You Get Lonely Tonight,54,0.45,0.795,0.364,0.103,0.0355,Cole Swindell,True
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,75,0.551,0.636,0.153,0.00713,0.0281,Coldplay,True
51tUT1gHE30GQPhn1agudM,Hideaway,63,0.839,0.72,0.203,0.0862,0.0483,Kiesza,True
2n5gVJ9fzeX2SSWlLQuyS9,Fight Night,68,0.874,0.706,0.895,0.182,0.207,Migos,True
3rh2f6nqswpfDN3Ef6Bi5J,Ready Set Roll,60,0.513,0.803,0.746,0.0161,0.0777,Chase Rice,True
3DmW6y7wTEYHJZlLo1r6XJ,Shower,72,0.699,0.529,0.121,0.0317,0.0487,Becky G,False
1rfJQpYr0clcyXssjQjk4T,V. 3005,45,0.676,0.446,0.655,0.119,0.329,Childish Gambino,False
0gUZy0i1Ah15KTgTcROb1A,I'm Not Gonna Miss You,28,0.455,0.334,0.162,0.541,0.029,Glen Campbell,True
1COvXs6jaykXC73h9OSBVM,BO$$,64,0.813,0.872,0.736,0.00621,0.107,Fifth Harmony,True
5Iy2Jj87Ha0C0IBlNE1I4y,The Days,65,0.59,0.724,0.526,0.04,0.0439,Avicii,False
3ndumr5hw721OmT5opZ5Zl,Errrbody,49,0.875,0.531,0.22,0.221,0.0585,Yo Gotti,False
7lG4154Md1Kw7BMg56Pt4s,Later On,41,0.411,0.903,0.614,0.0544,0.144,The Swon Brothers,True
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,77,0.664,0.705,0.477,0.0654,0.0382,OneRepublic,True
6olKv2HP3XgBpvVxAswowe,Bartender,60,0.626,0.936,0.656,0.016,0.036,Lady Antebellum,True
5ygp81TQpolYKghQjdYZpD,Bumpin' The Night,47,0.45,0.87,0.343,0.0722,0.0317,Florida Georgia Line,True
1soxUgYIZb1qx1c7o1Lc7z,Drunk On A Plane,68,0.439,0.754,0.668,0.00512,0.0323,Dierks Bentley,True
2GxGYGrixbXPFojONbzdo9,Angel in Blue Jeans,55,0.61,0.817,0.688,0.0151,0.0331,Train,True
126TblwXGNTUZ7RPMnThkU,Left Hand Free,62,0.698,0.876,0.81,0.452,0.0486,alt-J,True
3cOO5IQtOYs7huq4Z6lYfr,Love Runs Out,63,0.712,0.924,0.725,0.178,0.059,OneRepublic,False
0nnRUsgfm4uQUYTCIH9NZy,Pills N Potions,58,0.391,0.604,0.168,0.00812,0.212,Nicki Minaj,True
7DcdGMGCcuaOIJkGYOGcrp,Dust,30,0.586,0.925,0.495,0.0262,0.039,Eli Young Band,True
0tyYpW6eJ2q7Dtfyc3v7rO,Foreign,52,0.749,0.643,0.651,0.0254,0.114,Trey Songz,True
6YUTL4dYpB9xZO5qExPf05,Summer,79,0.596,0.856,0.743,0.0211,0.0346,Calvin Harris,True
0wWuzygDReB7CZNqG2c4dZ,Two Night Town,24,0.347,0.414,0.404,0.664,0.0359,Jason Aldean,True
7F5Mmc4DlX6x5tW3u5zxwt,Work,54,0.699,0.804,0.491,0.0631,0.144,Iggy Azalea,True
2nJjCnTQdp9otTxkFlgl0m,Love Never Felt So Good,0,0.794,0.378,0.542,0.00483,0.0578,Out Trax,False
1ffMmNQ42w7dIwyCDTKySb,Cold One,53,0.592,0.894,0.774,0.0773,0.0648,Eric Church,True
5Q93FHMA17gHIZeeQAvgaJ,Sweet Little Somethin',28,0.629,0.875,0.687,0.0693,0.0445,Jason Aldean,True
3CX3WMBg6lzWk72bYL29vP,Good Kisser,49,0.64,0.782,0.825,0.379,0.189,Usher,False
6OM1Nm9IZMWjJ0ACrBFICu,Turn Down for What,9,0.728,0.776,0.0375,0.00501,0.0454,DJ L Club,False
43lL05gZ1DqG4YJ74rCPmM,Yeah,59,0.404,0.845,0.591,0.00637,0.049,Joe Nichols,True
3WsUKVmB9x7MeO8PBeQgtK,It Was Always You,51,0.613,0.765,0.299,0.082,0.0441,Maroon 5,False
2ia7iiEtpiOL2ZVuWxBZGB,I Will Never Let You Down,65,0.753,0.801,0.794,0.403,0.0296,Rita Ora,False
0U6uTxVPeoXFcxlXMIWgAR,River Bank,52,0.639,0.875,0.892,0.0929,0.0372,Brad Paisley,True
1ULa3GfdMKs0MfRpm6xVlu,We Dem Boyz,66,0.717,0.862,0.52,0.00689,0.054,Wiz Khalifa,True
5aj0xPGiEUN3aI2oOYu14S,I Don't Dance,67,0.587,0.559,0.19,0.399,0.0321,Lee Brice,True
4XB8f2e7bSJDeq2WJkcLEE,We Are Tonight,26,0.559,0.812,0.472,0.0323,0.0371,Billy Currington,False
4u7KjVIQPdzGCcAwg4W5Kl,Who I Am With You,57,0.466,0.702,0.47,0.0983,0.032,Chris Young,True
444P4wvSDa0SD5HE4YGx9B,Come Get It Bae,57,0.934,0.798,0.895,0.266,0.0849,Pharrell Williams,True
2kWowW0k4oFymhkr7LmvzO,Come with Me Now,67,0.654,0.726,0.728,0.0311,0.0401,KONGOS,True
14sAMwqbuFDSlLKmVBD9MI,Girls Chase Boys,58,0.473,0.82,0.678,0.031,0.0408,Ingrid Michaelson,True
6K8qKeWo5MsFED7wCR6Kop,Sing,69,0.818,0.67,0.939,0.304,0.0472,Ed Sheeran,True
1kJIakOzJ81dKcVebf6saA,Dare (La La La),44,0.79,0.722,0.632,0.0636,0.0798,Shakira,False
5x9VIW2fS21JMswOt6AORI,Classic,59,0.713,0.781,0.8,0.0353,0.121,MKTO,True
6fNhZRFEkBfgW39W3wKARJ,Pompeii,69,0.679,0.715,0.571,0.0755,0.0407,Bastille,True
1CQ2cMfrmFM1YdfmjENKVE,She Looks So Perfect,67,0.494,0.951,0.441,0.000569,0.132,5 Seconds of Summer,False
2dgFqylK6gyILa4HY65u0y,I'm Ready,61,0.628,0.867,0.597,0.0108,0.0913,AJR,False
1j8z4TTjJ1YOdoFEDwJTQa,Ain't It Fun,71,0.61,0.893,0.673,0.154,0.0921,Paramore,True
1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,72,0.544,0.774,0.522,0.00682,0.0339,Rixton,True
5dNGORzxFb5z3v7vSAFkTU,Beachin',62,0.527,0.902,0.709,0.344,0.0601,Jake Owen,True
5Nh8XViPuGZpPfAdcmcr5t,Wild Life,48,0.774,0.891,0.612,0.252,0.188,Jack & Jack,False
2xLOMHjkOK8nzxJ4r6yOKR,Birthday,62,0.719,0.674,0.843,0.0879,0.0681,Katy Perry,True
5f0fM7h26DgVvD9fl8yL2W,Song About a Girl,17,0.604,0.885,0.75,0.303,0.0473,Eric Paslay,True
5LIleJbUUgtvYnBW9wfY1W,Na Na,62,0.67,0.476,0.235,0.328,0.0406,Trey Songz,True
0xQ0oEwkMxLcuHEWFc7qwX,Chasing the Sun,37,0.706,0.882,0.591,0.2,0.0326,Hilary Duff,False
3nB82yGjtbQFSU0JLAwLRH,Not a Bad Thing,55,0.308,0.563,0.109,0.527,0.0719,Justin Timberlake,True
03fT3OHB9KyMtGMt2zwqCT,Play It Again,73,0.51,0.898,0.596,0.0832,0.0696,Luke Bryan,True
74fpNVAJrKGQuqHETi4WSt,Tennis Court,65,0.764,0.547,0.402,0.0175,0.0576,Lorde,True
4JqQWAr47pGEoaMArpA7Z3,Word Crimes,48,0.897,0.43,0.964,0.0118,0.0551,"""Weird Al"" Yankovic",True
4z8Ll8nU1jMqB8HvKTyLP1,Happy Little Pill,57,0.605,0.595,0.0386,0.000851,0.0442,Troye Sivan,True
5E4CJfa6yZNGSKVFSUgaBt,Whiskey in My Water,55,0.526,0.872,0.583,0.245,0.0428,Tyler Farr,True
1fp5JWXd8RbJDnKrFXxYP0,Everything I Didn't Say,46,0.373,0.911,0.416,0.0163,0.0876,5 Seconds of Summer,False
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,75,0.673,0.902,0.521,0.0629,0.0347,American Authors,True
55nlbqqFVnSsArIeYSQlqx,You & I (Nobody in the World),63,0.456,0.342,0.224,0.129,0.0283,John Legend,True
5zps32cgFG2c43QFKTBdlo,She Twerkin,46,0.843,0.748,0.364,0.000426,0.052,Ca$h Out,False
4Fpq4QkR06QRDkujBUk0JY,I Got A Car,56,0.601,0.633,0.478,0.379,0.0326,George Strait,True
0cYnnpp9hX3mEhqup0QVK7,Chainsaw,30,0.555,0.742,0.668,0.165,0.0275,The Band Perry,True
6UoaGIgeSwbcCooVd5eWhl,Lettin' The Night Roll,26,0.532,0.879,0.639,0.0977,0.0478,Justin Moore,False
14hJ5tc1VCFMWhVn9axRTC,Life Of The Party,70,0.667,0.614,0.161,0.0663,0.0314,Shawn Mendes,False
1ugf7FcFQ0s95CTB0btuzz,Keep Them Kisses Comin',49,0.704,0.767,0.889,0.0524,0.0398,Craig Campbell,False
5P16LUPtZ1I5t3EqwELD53,First Love,47,0.621,0.708,0.455,0.00961,0.0444,Jennifer Lopez,True
231O3DltLcwtgIKoNbMkrt,Get Her Back,43,0.579,0.287,0.735,0.915,0.0828,Robin Thicke,True
2afCBiru10AFckfOa49wIa,You & I,70,0.574,0.329,0.356,0.22,0.0274,One Direction,True
0B0y2FImat9j9MJTNRZWfW,Automatic,52,0.591,0.703,0.402,0.0435,0.0256,Miranda Lambert,True
76Z0TGS7GBK5SydCu4KbPC,Kiss Me Kiss Me,48,0.476,0.941,0.346,0.000357,0.0955,5 Seconds of Summer,False
12B0Twa9kRz45Xw2PgXHJm,Afire Love,61,0.552,0.637,0.333,0.464,0.0445,Ed Sheeran,True
5qaEfEh1AtSdrdrByCP7qR,Demons,76,0.497,0.709,0.384,0.192,0.0365,Imagine Dragons,True
3un2KQUaQ2brEpd8dK93wI,Beat of the Music,62,0.629,0.808,0.773,0.00898,0.0269,Brett Eldredge,True
2wBCrtJS3E3TimRZ5MElTI,The Worst,67,0.524,0.417,0.109,0.237,0.0578,Jhene Aiko,True
1zVhMuH7agsRe6XkljIY4U,human,67,0.439,0.489,0.253,0.132,0.0368,Christina Perri,False
213x4gsFDm04hSqIUkg88w,On Top Of The World,70,0.588,0.924,0.771,0.078,0.164,Imagine Dragons,True
5Y6nVaayzitvsD5F7nr3DV,West Coast,65,0.527,0.591,0.461,0.194,0.0396,Lana Del Rey,True
3G6hD9B2ZHOsgf4WfNu7X1,Team,70,0.696,0.59,0.462,0.151,0.0904,Lorde,True
0t2cqTppQ4yoEW45LAngxJ,Empire,48,0.541,0.628,0.364,0.733,0.0603,Shakira,False
6fFuOXIrVHUmSI8IM889wa,Sleeping With A Friend,44,0.579,0.888,0.486,0.00209,0.036,Neon Trees,True
7jJH8F3PHlNvxfqEAAfFDl,I Choose You,65,0.731,0.572,0.947,0.105,0.0445,Sara Bareilles,True
7nDoBWDvf02SyD8kEQuuPO,Bottoms Up,50,0.474,0.857,0.545,0.113,0.0435,Brantley Gilbert,True
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,77,0.6,0.663,0.286,0.225,0.0477,One Direction,True
1y3r6RXiJZNBV1EI0NggpS,Ultraviolence,62,0.144,0.541,0.0899,0.278,0.038,Lana Del Rey,True
5L2l7mI8J1USMzhsmdjat9,Red Lights,67,0.654,0.83,0.548,0.000629,0.0366,Tiësto,True
23khhseCLQqVMCIT1WMAns,Magic,71,0.738,0.483,0.355,0.0262,0.0403,Coldplay,True
3Q2tKt6gKdn9LUMcHFxNJy,Raging Fire,53,0.557,0.833,0.449,0.00867,0.073,Phillip Phillips,True
5hgnY0mVcVetszbb85qeDg,Partition,68,0.412,0.441,0.174,0.0296,0.291,Beyoncé,False
1W4qAB7PN614dioJw9iCNP,Rewind,38,0.553,0.705,0.677,0.0232,0.037,Rascal Flatts,True
4VSg5K1hnbmIg4PwRdY6wV,Shades Of Cool,62,0.262,0.482,0.0878,0.554,0.0302,Lana Del Rey,True
2TqcqRwNgphefMYkbPaP9H,Cop Car,40,0.534,0.663,0.332,0.182,0.0433,Keith Urban,True
7cpCU3Denug5NGZsSpQl8v,XO,71,0.431,0.377,0.353,0.749,0.0288,John Mayer,False
4PCVZGch6Q57RVAcai9L8u,Don't Stop,56,0.571,0.957,0.892,0.00209,0.0633,5 Seconds of Summer,False
5ChkMS8OtdzJeqyybCc9R5,Billie Jean,79,0.92,0.654,0.847,0.0236,0.0401,Michael Jackson,True
4h5KB1btt2aZBq9EJHmWF4,Slave to the Rhythm,50,0.739,0.96,0.722,0.146,0.0581,Michael Jackson,True
7DFNE7NO0raLIUbgzY2rzm,Let Her Go,74,0.509,0.538,0.244,0.385,0.0572,Passenger,True
75yU99hToNAyVSlYM251xP,Get Me Some of That,29,0.543,0.872,0.755,0.0626,0.0519,Thomas Rhett,True
3MykNWa65IP2VN1Qa6B9yK,Give Me Back My Hometown,58,0.619,0.677,0.5,0.506,0.0295,Eric Church,True
3b5LW3nS3WFQyS1e8ajGJN,Leave Your Lover,65,0.415,0.264,0.357,0.948,0.0475,Sam Smith,True
1jROHCeEzDr6VnV8EnBnik,Stoner,51,0.876,0.675,0.606,0.421,0.146,Young Thug,False
4GKk1uNzpxIptBuaY97Dkj,Midnight,62,0.548,0.475,0.0349,0.615,0.0355,Coldplay,True
3M31S6f0z8S3nkFh3eS06W,Drink to That All Night,61,0.639,0.846,0.475,0.0325,0.0439,Jerrod Niemann,True
46EOWTszdIfllYY4o6rjkY,The Walker,54,0.77,0.801,0.725,0.00375,0.0336,Fitz and The Tantrums,True
3Hx7RXqCS7Kzjy2ot2q1Gk,Fever,59,0.609,0.674,0.743,0.00378,0.0355,The Black Keys,True
5TvFfDlVoUWZvfqrhTJzD7,One,64,0.464,0.321,0.306,0.877,0.0418,Ed Sheeran,True
5UY3Vzkc5INzJ3wBJm5FlD,Wake up Lovin' You,50,0.538,0.652,0.515,0.362,0.0308,Craig Morgan,True
4e6ZN0EcEqYx74BTC5xQzy,The Man,58,0.513,0.764,0.525,0.0384,0.0459,Aloe Blacc,True
2GgxS8bUT5G25QJTsfSv0R,Burn,68,0.559,0.777,0.329,0.31,0.0432,Ellie Goulding,True
4RXpgGM7A4Hg7cFBoH5KyF,Hey Brother,75,0.537,0.777,0.427,0.0279,0.0473,Avicii,True
1TWfkGrhF7ob0nwB2M6knb,Animals,62,0.675,0.868,0.0376,0.00107,0.0392,Martin Garrix,False
34MJ07N9Bhu6iKPaxSVnCT,Neon Lights,61,0.631,0.819,0.733,0.0767,0.122,Demi Lovato,True
0o4S4YWcJvSKZnO0czq27Q,Invisible,38,0.422,0.591,0.202,0.0818,0.0461,Hunter Hayes,False
5YyHPxdrJNbRsTJEdimw5m,17 Again,21,0.428,0.871,0.732,0.0108,0.0349,Brantley Gilbert,True
1HOlb9rdNOmy9b1Fakicjo,#SELFIE,62,0.807,0.916,0.651,0.0134,0.226,The Chainsmokers,False
5SsR3wtCOafDmZgvIdRhSm,Man Of The Year,68,0.749,0.865,0.371,0.00536,0.0413,ScHoolboy Q,True
1MDogqDrStFSO9cdUTUFem,Doin' What She Likes,53,0.581,0.767,0.832,0.157,0.0406,Blake Shelton,True
2HB1jDQn9hCojKIr6Yfhze,Say Something,21,0.453,0.146,0.0915,0.867,0.0343,"A Great Big World, Christina Aguilera",False
2dLLR6qlu5UJ5gk0dKz0h3,Royals,75,0.616,0.432,0.302,0.106,0.133,Lorde,True
6azG0KWf9hElvK0hIUKRdV,My Baby's Guns N' Roses,26,0.49,0.889,0.658,0.0244,0.0712,Brantley Gilbert,True
7ongSdLv28Z27WeCrzZXwB,19 You + Me,62,0.493,0.67,0.451,0.319,0.0298,Dan + Shay,True
14IsY8VxTaO13zyJHGeOgP,For the First Time in Forever,0,0.425,0.338,0.232,0.811,0.0301,Pop Beatz,False
1XTbAGjlbdQ74ADCA7sE02,The Big Bang,37,0.797,0.929,0.747,0.0143,0.0433,Katy Tiz,False
62yJjFtgkhUrXktIoSjgP2,Radioactive,75,0.457,0.793,0.195,0.114,0.0634,Imagine Dragons,True
5eo5uGyM4q70CLU3LZphfu,Hello Kitty,56,0.753,0.79,0.588,0.00184,0.0861,Avril Lavigne,False
27aDju7VAODvQYHWrrv6o9,Goodnight Kiss,50,0.731,0.71,0.633,0.0382,0.0332,Randy Houser,True
01e8dGbulrphX8j3fZDQYk,I Hold On,59,0.615,0.723,0.219,0.0917,0.0448,Dierks Bentley,True
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,80,0.548,0.532,0.405,0.186,0.0323,Arctic Monkeys,True
4mnuiEDq1ADXUTYWJxLo4B,Helluva Life,56,0.564,0.76,0.528,0.0676,0.0277,Frankie Ballard,True
5SDcksP8En1l6RtTY1wzHc,Oceans (Where Feet May Fail),66,0.264,0.363,0.0613,0.501,0.0338,Hillsong UNITED,True
3yhhVI7szVLsqVKt9gg01e,Ride,59,0.691,0.532,0.282,0.402,0.0528,SoMo,True
6Zf4AMWgnUDobtAixiIqnZ,Slow Me Down,40,0.597,0.602,0.262,0.214,0.0292,Sara Evans,True
2b5f8T6vGHIUSQZqwJGwwf,Let It Go,1,0.386,0.198,0.307,0.823,0.0388,Midnite String Quartet,False
7rlrchnrrET1oW50KAYV3h,When She Says Baby,38,0.677,0.754,0.801,0.0667,0.0372,Jason Aldean,True
4KB63rnCIgMthVtKQj49RK,Lookin' For That Girl,25,0.5,0.836,0.415,0.00559,0.0337,Tim McGraw,True
5AnCLGg35ziFOloEnXK4uu,Adore You,69,0.583,0.655,0.201,0.111,0.0315,Miley Cyrus,True
4VYpW7AZnPftcuJqCwW70L,Bad Blood,46,0.663,0.777,0.94,0.0157,0.0375,Bastille,True
6F5c58TMEs1byxUstkzVeM,Roar,75,0.554,0.772,0.455,0.00487,0.0418,Katy Perry,True
7sBXn81KPG6oUnlYobdUU3,Beating Heart,51,0.56,0.747,0.242,0.189,0.0689,Ellie Goulding,True
3G5iN5QBqMeXx3uZPy8tgB,Young Girls,64,0.561,0.749,0.501,0.461,0.032,Bruno Mars,True
3vYQTgxQWWM4VIDHi7qhQ5,Everything I Shouldn't Be Thinking About,44,0.68,0.947,0.895,0.0433,0.0338,Thompson Square,True
6Uy6K3KdmUdAfelUp0SeXn,Brave,68,0.551,0.836,0.758,0.00502,0.0524,Sara Bareilles,True
2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,73,0.53,0.422,0.349,0.407,0.0342,Miley Cyrus,True
4rYLpaNFzt6pkQnrCvVHUw,G.U.Y.,61,0.616,0.919,0.572,0.0141,0.0401,Lady Gaga,True
54RCDE1TAewECyX4WDUVm1,See You Tonight,56,0.499,0.822,0.518,0.231,0.0573,Scotty McCreery,True
1PoGWZbJPGmViVi7CYbDUK,Drink A Beer,63,0.571,0.43,0.285,0.812,0.0319,Luke Bryan,True
2ubncjpv82GY5uES29L5ik,Compass,50,0.56,0.77,0.521,0.096,0.0256,Lady Antebellum,False
5TbzAWWc5eJaANpA9kfGCd,Love Me Again,69,0.495,0.894,0.213,0.00453,0.0441,John Newman,True
6M6VhzTJLT9loondGYVzR0,Can't Raise a Man,48,0.623,0.677,0.182,0.0233,0.0641,K. Michelle,True
49A10weBfgwg4TUM3My7iv,We Might Be Dead By Tomorrow,52,0.391,0.152,0.0974,0.966,0.0391,Soko,False
5xhQChGGhKLWqBqX4XhtYE,Sail,71,0.825,0.435,0.243,0.452,0.0568,AWOLNATION,True
5dHpbFmZjWucrol0M7aNGU,The Language,50,0.819,0.658,0.54,0.0101,0.319,Drake,True
7kCrYUDtWsPldohOKPTKPL,Ordinary Love,57,0.649,0.474,0.348,0.142,0.0302,U2,False
60jI0JgMLLj1VggHJVhtRs,Glory And Gore,59,0.683,0.383,0.264,0.267,0.038,Lorde,True
0SAJalYbXmoBHpDWf7skTR,They Don't Know,19,0.776,0.551,0.426,0.143,0.0612,Rico Love,False
4fwbGKNExPtPHbor1TBSY4,Unconditionally,71,0.397,0.725,0.358,0.00266,0.043,Katy Perry,True
01mWFDRL40UlnbOXya5gqm,Waiting for Superman,56,0.558,0.667,0.402,0.00276,0.0265,Daughtry,True
4WiiRw2PHMNQE0ad6y6GdD,Chocolate,65,0.614,0.938,0.607,0.000532,0.0611,The 1975,True
0Utg7sirTPqrs6Cx0FbriQ,Chillin' It,61,0.576,0.849,0.666,0.511,0.0386,Cole Swindell,True
6or1bKJiZ06IlK0vFvY75k,Rap God,75,0.708,0.843,0.625,0.397,0.314,Eminem,False
6IDDwI0YOCAUDhMZltQekS,Love Don't Die,53,0.632,0.805,0.275,0.0095,0.0303,The Fray,True
2FDWrTdp4lXyxDIjepzbfH,Stay,44,0.494,0.936,0.582,0.0744,0.0418,Florida Georgia Line,True
3hRtz7G2RJlmDtlHjFTib7,The Heart Of Dixie,35,0.451,0.65,0.407,0.0196,0.0345,Danielle Bradbery,False
66rVt7PbwyKlu6CK6rxyAi,Friday Night,60,0.657,0.841,0.722,0.16,0.0452,Eric Paslay,False
6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,74,0.656,0.821,0.791,0.000194,0.0325,Capital Cities,True
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,76,0.612,0.807,0.398,0.0495,0.0336,The Neighbourhood,True
6eEnzDmYJdARjYFq2jv9am,Whatever She's Got,36,0.527,0.723,0.888,0.217,0.0411,David Nail,False
40xhyfAPDoMtv494MfPevP,XO,63,0.47,0.792,0.214,0.171,0.26,Beyoncé,False
3X37NtwadSS0RM20dh2IgP,Worst Behavior,54,0.771,0.781,0.407,0.158,0.147,Drake,True
08jigv9h0106ub1niAgZzs,You're Mine (Eternal),35,0.629,0.58,0.557,0.277,0.0692,Mariah Carey,True
5wZ5TA1w6TkoeaLdjPKKS8,Explosions,40,0.43,0.518,0.16,0.709,0.032,Ellie Goulding,False
5wjmqUGN7vrAqFqDWrywlZ,Midnight Memories,63,0.432,0.868,0.567,0.00725,0.0882,One Direction,True
2PEkXkHKvk4bnC1TgTDCDM,Sweet Annie,56,0.635,0.434,0.171,0.171,0.0298,Zac Brown Band,True
6qewYf1Su9xeaAp9iEQpUw,Up All Night,59,0.558,0.708,0.435,0.169,0.0298,Jon Pardi,True
4CLPNURPcKztF9RRdcWLGP,Follow Your Arrow,63,0.632,0.649,0.614,0.442,0.0267,Kacey Musgraves,True
4tLNKzcRv95bWCtwNpH4w6,A Man Who Was Gonna Die Young,46,0.498,0.0969,0.39,0.951,0.0435,Eric Church,True
5jj9ufNAoxhxIglcHuZAZU,Don’t Let Me Be Lonely,30,0.6,0.693,0.341,0.15,0.028,The Band Perry,True
