song_id,song_name,popularity,danceability,energy,valence,acousticness,speechiness,artists,is_billboard
0xTkZjpIAGYvK1gvUmvIMT,It May Be Winter Outside (But in My Heart It's Spring),0,0.458,0.665,0.705,0.635,0.0442,Felice Taylor,False
6GrU8CtcbnSluWp2yI4Mt0,Grizzly Bear,14,0.64,0.599,0.926,0.65,0.045,The Youngbloods,True
5AZPYBQ04IdiJre3WW8Ypd,I'm Gonna Miss You,15,0.361,0.769,0.935,0.436,0.0377,The Artistics,False
4mSfwqx71pxE2PeYc7bvr7,Our Winter Love,16,0.33,0.151,0.166,0.743,0.0282,The Lettermen,False
2qkLEXgnOkT2jSzAneFRV9,I Feel So Bad,6,0.597,0.478,0.79,0.0447,0.0549,Little Milton,False
24gif2TsnP4eX5tknP5Olg,I've Passed This Way Before,29,0.732,0.399,0.859,0.452,0.0335,Jimmy Ruffin,True
6XOWg0a1QmbmABWriCQt5k,How Do You Catch A Girl?,7,0.643,0.574,0.869,0.125,0.0508,Sam The Sham & The Pharaohs,True
0AWN35e76cvPxAUms8SojX,Sugar Town,47,0.727,0.382,0.62,0.664,0.0408,Nancy Sinatra,True
15mNqJkj7JNSzgYuae5pPZ,Look What You've Done,5,0.424,0.536,0.726,0.426,0.0268,Pozo Seco Singers,True
1CfeKBehU6z7lZ9zO0kf5g,If You Go Away,8,0.391,0.23,0.224,0.891,0.0445,Damita Jo,True
39Gu7HvFUo0zvdTfzg6xzA,The Little Black Egg,5,0.513,0.75,0.962,0.00306,0.0306,The Nightcrawlers,False
0iVszkKCnhuD8EASz13V4V,Danger! She's A Stranger,4,0.496,0.482,0.807,0.38,0.0264,The Five Stairsteps,False
6gk2ARZmiYtXBnqYmh7H4O,Trouble Down Here Below,0,0.534,0.748,0.688,0.623,0.0486,Lou Rawls,False
0EDDzuxDc8oBkXV4X372Az,Coming Home Soldier,24,0.492,0.32,0.432,0.711,0.0368,Bobby Vinton,True
36AlMHDBFwSsD3FQOy1R81,Try a Little Tenderness,61,0.587,0.133,0.068,0.186,0.0565,Otis Redding,True
5MnhrGKkxcKElu6NGtAvfm,(I'm Not Your) Steppin' Stone,34,0.55,0.625,0.368,0.016,0.0315,The Monkees,True
55gmQUKsapiYVmiz4NyC0J,Winchester Cathedral,10,0.846,0.414,0.927,0.519,0.0534,New Vaudeville Band,False
7J2eOdc0RyjYEMmwXE4vpL,Single Girl,9,0.763,0.362,0.91,0.544,0.029,Sandy Posey,False
1Vp8fFUPiBLc6LuSemiahz,Blue Autumn,16,0.515,0.348,0.266,0.453,0.0253,Bobby Goldsboro,True
34LEQgaEQxnl1o1N165v8V,Look At Granny Run Run,5,0.695,0.614,0.836,0.518,0.0592,Howard Tate,False
6E8XOuqYdDNtxIlxowWeg6,I Got To Go Back (And Watch That Little Girl Dance),10,0.658,0.474,0.847,0.625,0.0511,The McCoys,True
5aYnq06qFFSHlUDISQafgw,Tip Toe,1,0.651,0.404,0.727,0.401,0.0376,Robert Parker,False
3qf40dVHsTi3XWmThoCMom,Sweetest One,1,0.418,0.436,0.877,0.451,0.0339,The Metros,False
3J9VPVRnoqyF0keO1nReTz,Talk Talk,31,0.681,0.861,0.772,0.0432,0.0455,The Music Machine,True
4FmCUATNIarCQh72JYdvnm,That's Life,60,0.56,0.434,0.664,0.55,0.0729,Frank Sinatra,True
4cix9zymmhisLuM56RDcB7,Mellow Yellow,50,0.71,0.319,0.757,0.534,0.0667,Donovan,True
3m0JjYZcOUzXlPgHTC9JWL,Papa Was Too,15,0.653,0.721,0.563,0.216,0.107,Joe Tex,False
0GTT7x9HY0WYP0E0TkFwRx,Another Night,25,0.6,0.784,0.877,0.578,0.307,Dionne Warwick,False
23Ll3pyt2su5FTOgEjkZOt,Just One Smile,7,0.393,0.488,0.464,0.504,0.0293,Gene Pitney,False
5nYtR0lhzhavKAvi6BwQSk,Constant Rain (Chove Chuva),0,0.629,0.438,0.759,0.651,0.0368,Sérgio Mendes,False
7eotSbuPkqE4DkvsSZLUM6,96 Tears,31,0.696,0.851,0.889,0.0236,0.0506,Big Maybelle,False
0UHQNDeuT16uxrXSrPgAQR,Hard Lovin' Loser,1,0.647,0.414,0.678,0.601,0.394,Judy Collins,False
6zIzZiXPOrjXgUqSxJziYV,East West,9,0.52,0.521,0.732,0.666,0.0236,Herman's Hermits,False
1UdW3ebR43TH5ju87LeKgs,Help Me Girl,3,0.636,0.711,0.838,0.0516,0.0269,Eric Burdon & the Animals,False
6y8o4V2R2dSt2ijgL8C72W,(I Know) I'm Losing You,42,0.634,0.503,0.813,0.5,0.0282,The Temptations,True
5dKfQoMk0Y5GKWikhiHQiM,There's Got To Be A Word,4,0.546,0.508,0.905,0.618,0.0704,The Innocence,False
3dMhRNmKCwpuBB47hrGeQg,I Need Somebody,10,0.613,0.877,0.96,0.153,0.0345,? & The Mysterians,False
2Nq3vsbcreRCaMEmZa8lwK,Happenings Ten Years Time Ago,20,0.496,0.88,0.573,0.213,0.055,The Yardbirds,True
0tURbnatc9qCxlYpXuPK8I,A Place In The Sun,46,0.594,0.464,0.765,0.296,0.0519,Stevie Wonder,True
7mRak6wBx9OGKXr3zStoHW,Mustang Sally,57,0.76,0.522,0.551,0.0906,0.0348,Wilson Pickett,False
6aU6a9tdn2vHhnPGlboFZX,Good Vibrations,38,0.414,0.528,0.335,0.0495,0.0343,The Beach Boys,False
6AwCMQu47EyMU2IbzhkjlL,(Open up the Door) Let the Good Times In,31,0.443,0.618,0.636,0.77,0.0846,Dean Martin,False
5hkcD5o0LFYajClty8YY8N,Cry,1,0.383,0.469,0.361,0.777,0.0338,Ronnie Dove,True
6x1fUibCjL9nbZyG48PcOC,Communication Breakdown,1,0.661,0.596,0.694,0.359,0.0291,John Stephan,False
1Vv7ZtyDro81xmznV48gF6,Dancing In The Street,38,0.545,0.752,0.709,0.614,0.0421,The Mamas & The Papas,False
5eaiBARAXkZMOPd3eIcV5j,Walk With Faith In Your Heart,14,0.473,0.569,0.607,0.4,0.0309,The Bachelors,False
4BNF9DWAMIlQFm2VEmAtGQ,Full Measure,7,0.503,0.528,0.695,0.65,0.0292,The Lovin' Spoonful,False
3AuPRF3WVgtCNvvspIWc0Z,Born Free,27,0.627,0.571,0.566,0.605,0.0355,Roger Williams,False
3zeOxVgR4wFGbIv2roteXx,I Fooled You This Time,17,0.533,0.588,0.527,0.211,0.0321,Gene Chandler,False
4a01ClusxuZiloOK5UgLUn,You Keep Me Hangin' On,60,0.682,0.612,0.845,0.284,0.0381,The Supremes,True
4RGix0cOSzyIZWgafZ8pd1,"Goodnight, My Love",3,0.465,0.413,0.622,0.71,0.0294,The Happenings,False
749S6pIVPtnCCq6mzufmUd,I (Who Have Nothing),5,0.247,0.48,0.403,0.532,0.0337,Terry Knight And The Pack,True
2Ac6BthQFs35qOX8uaREPN,You Can Bring Me All Your Heartaches,0,0.326,0.609,0.909,0.766,0.0346,Lou Rawls,False
19wFpRBbJhCqXJ13V6Yw7n,Baby What I Mean,28,0.621,0.875,0.73,0.209,0.0565,The Drifters,False
6vcFm8JoP3Jc14pP1CxuBF,Day Tripper,15,0.693,0.769,0.96,0.361,0.0281,Ramsey Lewis,True
3gD8PjbZRQGyoZ5KjXCM2N,You Got Me Hummin',19,0.809,0.428,0.848,0.623,0.0291,Sam & Dave,True
4gV6udxJ0qa7AxawFVBaGc,Love Me,6,0.406,0.457,0.857,0.354,0.0553,Bobby Hebb,False
1nneC7m6oPIo1JuCXPZyHa,Lady Godiva,29,0.633,0.486,0.766,0.77,0.0319,Peter And Gordon,False
2xPtKy64Fu3T87e5AWtVI9,Mame,19,0.71,0.567,0.749,0.481,0.0399,Herb Alpert & The Tijuana Brass,False
7tc7Vl3TyCdSajS2vzjb7o,Pandora's Golden Heebie Jeebies,0,0.495,0.536,0.395,0.351,0.0338,The Association,False
2ghfDHhVaqvYxFQAGVeoaC,The Eggplant That Ate Chicago,0,0.517,0.41,0.679,0.292,0.0415,Dr. West's Medicine Show & Junk Band,False
7Fb4zlY2xinu1P3pIMIwLD,Bad Misunderstanding,0,0.608,0.456,0.669,0.053,0.0444,The Critters,False
3lXZe3BddzSAJJmzwVW7vf,There's Something On Your Mind,0,0.434,0.533,0.79,0.592,0.0539,Baby Ray,False
4urAKILAVQVGOs4VSgwoFE,The Shadow of Your Smile,2,0.308,0.0657,0.187,0.896,0.0328,Boots Randolph,True
4MVcPRRfqXvXRutw8IZOZy,Fortune Teller,0,0.394,0.911,0.919,0.505,0.055,Hardtimes,False
4HsdfavXnnmN5JkWsAo7tZ,"I Got The Feelin' (Oh No, No)",25,0.502,0.44,0.693,0.453,0.0304,Neil Diamond,True
5YvokzRkNONpj5c0TIqTjQ,(Come 'Round Here) I'm The One You Need,27,0.545,0.607,0.767,0.242,0.0347,Smokey Robinson & The Miracles,False
5Kn3ImySe8kxE4RKw0S9pf,It's Only Love,6,0.686,0.756,0.915,0.193,0.0701,Tommy James & The Shondells,False
58wullwJKOgd2ePaso2WlT,It Tears Me Up,25,0.58,0.334,0.457,0.227,0.0442,Percy Sledge,False
1NzDXJTbP1zHDLZrulnfMk,I'm Ready For Love,29,0.526,0.675,0.862,0.702,0.0462,Martha Reeves & The Vandellas,True
2GB8OypbvrvCee61FKx5dp,A Hazy Shade of Winter,53,0.497,0.59,0.969,0.139,0.0296,Simon & Garfunkel,True
48N68frjT3ysb9EVOZKjEl,Stop Stop Stop,29,0.396,0.839,0.84,0.211,0.0573,The Hollies,False
3YJx77Xx8JSwEoxqrkQO5c,Knock on Wood,61,0.864,0.346,0.964,0.277,0.0365,Eddie Floyd,False
213sXSifN2KluzqglSDQTm,Help Me Girl,4,0.571,0.515,0.606,0.15,0.0408,The Outsiders,False
0KSavfa2qvA4PCJleRCAvH,Please Don't Ever Leave Me,0,0.514,0.534,0.742,0.281,0.0292,The Cyrkle,True
6H8WMHCov3QGaPLbpOMpcJ,I'm Your Puppet,49,0.706,0.516,0.748,0.103,0.032,James & Bobby Purify,False
3f63DDspa9ZjEZR4vB0A7G,Coming On Strong,32,0.513,0.404,0.772,0.345,0.0461,Brenda Lee,False
4t3lklr6YGeCK4MXfGkKBl,Games That Lovers Play,15,0.409,0.485,0.401,0.683,0.0456,Eddie Fisher,True
4leFR7V43QabSeyPMvbqYH,I'm Gonna Make You Mine,17,0.392,0.485,0.281,0.0189,0.027,The Shadows Of Knight,False
4aaQpHCvL2jkF0tJzXxvgB,Going Nowhere,20,0.51,0.877,0.775,0.0263,0.0323,Los Bravos,False
75aFifgT6BZY7h7hkEPWVU,Any Way That You Want Me,1,0.399,0.423,0.472,0.507,0.0299,Liverpool Five,False
7G0PEVKFCSmjyYVIGLMPHB,That´s The Tune,2,0.588,0.795,0.966,0.797,0.0339,The Vogues,True
58smfvnOg9Wn7koHxsvJ8V,Holy Cow,25,0.883,0.322,0.896,0.673,0.0349,Lee Dorsey,True
2N6pHH41hTjwXpOwnsTLCG,The Wheel of Hurt,2,0.466,0.35,0.615,0.783,0.0277,Margaret Whiting,False
79bpjS4JnRYkXWEK4pM1Nr,"Run, Run, Look And See",3,0.633,0.496,0.899,0.769,0.0327,Brian Hyland,False
3dgyDSKfzaNBtlZuUxc8IW,Last Train to Clarksville,42,0.477,0.678,0.717,0.471,0.0276,The Monkees,True
5OQXwVa8SjwbatnZ2lzQ9U,Rain on the Roof,9,0.63,0.339,0.739,0.759,0.0298,The Lovin' Spoonful,False
38hD671gTisqykv8KfWzt5,Time After Time,13,0.597,0.602,0.738,0.483,0.0299,Chris Montez,False
1L6U3Wqt7ZyMh4KpnOtPhL,A Symphony for Susan,5,0.482,0.601,0.517,0.751,0.0281,The Arbors,False
7nYBMEtMVLMAJQMpaQHULU,A Day In The Life Of A Fool,27,0.253,0.235,0.219,0.813,0.0301,Jack Jones,False
5kdcegDcV723E5Stp1pZLf,The Proud One,32,0.606,0.654,0.571,0.712,0.0395,Frankie Valli,False
2Du61OdJ7CXmUBG7FaZST6,We Got a Thing That's in the Groove,15,0.663,0.527,0.925,0.571,0.0552,The Capitols,False
120BvxQsMS1M41PdBClcxa,(He's) Raining In My Sunshine,10,0.478,0.298,0.376,0.74,0.0342,Jay & The Americans,True
77NXc7sd8kAY6wOkdS9TkJ,Peak Of Love,7,0.76,0.559,0.765,0.429,0.0439,Bobby McClure,False
09Nlhtnn087cbbhMzuInxy,What Becomes Of The Brokenhearted,58,0.709,0.423,0.594,0.629,0.032,Jimmy Ruffin,True
5tTmGR9y9D0Nisa9N4JMXe,Hooray For Hazel,0,0.718,0.387,0.837,0.0363,0.0479,Tommy Roe,False
4v75K5mEyumdXCZU09kwAg,96 Tears,40,0.685,0.474,0.823,0.0559,0.0359,? & The Mysterians,False
5qgZpwyvfVmfC2ZkeUhFWj,Reach Out I'll Be There,1,0.617,0.721,0.699,0.0757,0.0283,Four Tops,False
6vR08FrdLqK0hiC2Y75s4O,Love Is A Hurtin' Thing,37,0.409,0.433,0.74,0.468,0.0309,Lou Rawls,False
5GmPGIGLkLdnWpnFGByia0,Dandy,17,0.558,0.512,0.702,0.212,0.0289,Herman's Hermits,True
1MpSJECFG0zMGSNrdbvmQ4,Heaven Must Have Sent You,33,0.619,0.608,0.622,0.308,0.0284,The Elgins,False
1toOx0wW9ZlaC8lrEPhY3L,Bang! Bang!,1,0.597,0.896,0.702,0.789,0.0698,Joe Cuba Sextet,False
5XICYUQduSMojYmzyfyTy6,Winchester Cathedral,0,0.857,0.899,0.941,0.588,0.118,Dana Rollin,False
2MQTnoZd8vlFmmq0elEcOH,Come Back,1,0.196,0.47,0.527,0.372,0.0301,The Five Stairsteps,False
6wvAnuphqYoD3jwFF139ls,Have You Ever Loved Somebody,6,0.374,0.852,0.896,0.0793,0.0459,The Searchers,False
7fGxTzsb6osVBnvwVasOL9,I'll Be Home,13,0.28,0.333,0.258,0.828,0.0338,The Platters,False
2CHBo5ozruzhxgaRHdyupI,Who Am I?,12,0.315,0.71,0.682,0.342,0.0552,Petula Clark,True
0ryKu0tiXQf2kdZn1G1G5s,If I Were a Carpenter,6,0.309,0.209,0.348,0.97,0.0572,Bobby Darin,False
4xhaSVGrv2UdVAPJpCmjPp,"Louie, Louie",14,0.313,0.317,0.603,0.799,0.0291,The Sandpipers,True
0mKthKFxmw22frB6DX7yVx,Look Through My Window,32,0.254,0.439,0.351,0.604,0.0295,The Mamas & The Papas,True
4wfK7KMFTFMNDDfKDe1aWi,Walk Away Renee,42,0.472,0.444,0.569,0.229,0.0293,The Left Banke,False
35w6fQ0Wnuv7aIryRx7gTq,B-A-B-Y,59,0.74,0.301,0.669,0.428,0.0467,Carla Thomas,True
7x29Vj48r9cPuQCEC2VUia,On This Side Of Goodbye,19,0.454,0.344,0.435,0.802,0.0327,The Righteous Brothers,True
4zcfNc9jBdX9BPqXzqPSZi,Somebody (Somewhere Needs You),20,0.645,0.547,0.906,0.586,0.0332,Darrell Banks,False
2UpKiNmioKSEjex3VC8Laz,Baby What Do You Want Me to Do,0,0.654,0.687,0.764,0.765,0.0271,Barbara Lewis,False
5JcaA4A9ZoXthwEnxOxWvP,Psychotic Reaction,52,0.346,0.75,0.667,0.000242,0.103,Count Five,True
5fmtvzDvwlfvNjdNrOj8TA,Cherish,40,0.494,0.407,0.555,0.726,0.0345,The Association,False
0J2Abx1Arl1lFhXv2TOGbQ,Go Away Little Girl,13,0.487,0.414,0.794,0.621,0.0294,The Happenings,True
0vV3IUO4fhuDeHggZqnsI0,Stay with Me,30,0.297,0.447,0.276,0.642,0.03,Lorraine Ellison,False
1DOQ4CSjYKvwQbFK0lGbj5,A Corner In the Sun,1,0.417,0.469,0.513,0.74,0.0342,Walter Jackson,False
1R4yDZeBpnsjm2cBK1Ytqx,Games That Lovers Play,0,0.488,0.619,0.335,0.103,0.0298,Déjà Vu,False
4Gekh3QxXd20nFpNnfhWNK,Living for You,6,0.438,0.591,0.657,0.606,0.0421,Sonny & Cher,True
4SGAlTbZ5Y6GeNuRGWW6KV,Can I Get to Know You Better,20,0.451,0.675,0.961,0.688,0.0381,The Turtles,False
6aIt7na6SlEAO6lk3BMhK4,Respect,1,0.434,0.676,0.884,0.0138,0.0391,The Rationals,False
1VOa4gAfFLXF18Fda5SnwJ,Behind The Door,5,0.321,0.339,0.48,0.648,0.0288,Cher,False
5q5oUwH8wxSbtztFT8Mwv0,I Just Don't Know What to Do with Myself,17,0.314,0.371,0.467,0.766,0.0354,Dionne Warwick,False
1LIM0zOPitSNpUIU8H1BNQ,Fa-Fa-Fa-Fa-Fa (Sad Song),40,0.751,0.364,0.882,0.468,0.0308,Otis Redding,True
2HcT0IGf27ov1w9ncWtij6,Ain't Gonna Lie,9,0.669,0.605,0.885,0.386,0.0305,Keith,True
1tF3AGxRp2khbM0o9vrISQ,See See Rider,1,0.647,0.625,0.704,0.0893,0.0273,Eric Burdon & the Animals,False
3ehBypZkRIdtlhI1sp8aw9,"Have You Seen Your Mother, Baby, Standing In The Shadow? - Live",13,0.422,0.926,0.448,0.0231,0.0438,The Rolling Stones,True
7LWUt6WCJsTUBjVl2GhpOK,I Can Make It with You,10,0.537,0.424,0.665,0.109,0.0562,Pozo Seco Singers,True
34NvGUzCqNPP5iVx8H4x7N,The Hair On My Chinny Chin Chin,1,0.304,0.579,0.929,0.118,0.0345,Los Chiflados Del Ritmo,False
5p715qyIBIy5ZUJoje8kQH,I Can't Control Myself,25,0.709,0.748,0.849,0.317,0.0495,The Troggs,False
5Pg1MpPDpfOmGu782vhTH5,Somebody Like Me,0,0.501,0.347,0.592,0.809,0.0425,Eddy Arnold,False
1L34KjA1nP5BA7PLCaRqUg,It's Not The Same,11,0.564,0.425,0.743,0.595,0.0324,Little Anthony & The Imperials,True
3dHlIPaPJ3CyBLUoMiY3cV,Theme from the Wild Angels,0,0.284,0.868,0.639,0.0373,0.0564,Davie Allan and the Arrows,False
0N9r5cg38i9ybccOJeyewM,Help Me (Get Myself Back Together Again),12,0.513,0.914,0.697,0.0205,0.0761,The Spellbinders,False
5trFoWc3DxknotgAxtYkFl,A Satisfied Mind,19,0.498,0.424,0.713,0.638,0.043,Bobby Hebb,True
0NrKLWT5HmRzckIl3H1lBI,Little Man,0,0.596,0.553,0.85,0.459,0.0326,Sonny & Cher,False
0Vl9aGb0dmeiCQ2ATgNK2B,Mais Que Nada,51,0.592,0.761,0.843,0.614,0.0514,Sergio Mendes & Brasil '66,True
02PSTB9Cu6AQccSrMZKuKo,Up Tight,7,0.731,0.66,0.768,0.688,0.034,Ramsey Lewis,True
2gF2md3pnB80ldQIFClNjq,Please Mr. Sun,3,0.378,0.484,0.41,0.613,0.028,The Vogues,True
24tCr5aP2Mjbd2C0tZb3XL,Nobody's Baby Again,31,0.574,0.498,0.692,0.79,0.042,Dean Martin,False
3EXBH5qlnTvJ6n2cn2miaH,Pouring Water on a Drowning Man,38,0.656,0.6,0.663,0.211,0.0393,James Carr,False
2oWu4i4rYXIs37J1X3epmn,Spanish Nights And You,26,0.458,0.39,0.495,0.75,0.0338,Connie Francis,False
2SS3WeSe24ZqTlTSK4KzQZ,Cherry Cherry,50,0.56,0.827,0.904,0.0271,0.0306,Neil Diamond,False
0YCyGSu1LAH8MjyqJiS1Zo,Girl on a Swing,11,0.454,0.427,0.588,0.448,0.0269,Gerry & The Pacemakers,False
4ELqgw2KRp20WzLGtQIq1U,Beauty Is Only Skin Deep,40,0.638,0.677,0.781,0.371,0.0565,The Temptations,False
1OppEieGNdItZbE14gLBEv,You Can't Hurry Love,75,0.486,0.725,0.694,0.344,0.0661,The Supremes,True
6vfE4RDllqTgF1WticGNK3,All I See Is You,9,0.35,0.56,0.371,0.603,0.0314,Dusty Springfield,False
6TZYGQ2djryNbg98vV5Prg,Mr. Spaceman,45,0.583,0.708,0.927,0.268,0.0356,The Byrds,True
1h1bdfwgMGYWGYFCcEgdbT,Almost Persuaded No.2,0,0.617,0.423,0.392,0.326,0.0308,Ben Colder,False
14SxSIUPNX0uWokgXwTb4O,I'Ve Got To Do A Little Bit Better,4,0.48,0.381,0.459,0.458,0.0372,Joe Tex,False
7gfhIOYjXmJY02D55voVJg,"Baby, Do The Philly Dog",4,0.66,0.608,0.925,0.236,0.0328,The Olympics,False
0WxPGuKaTQe20nm8UAAohJ,Free Again,11,0.263,0.185,0.164,0.868,0.0367,Barbra Streisand,True
0fsbt278cDl1rZsgdkCbMY,Stand In For Love,1,0.427,0.398,0.549,0.357,0.0416,The O'Jays,False
6lazLV13sV8VNGJTjL4Zeu,Black Is Black,52,0.575,0.843,0.858,0.239,0.0584,Los Bravos,True
4SDGb2V6J2rEbxNujwNeMl,Wipe Out,41,0.46,0.955,0.726,0.111,0.0487,The Surfaris,True
7ki09wB8QGbf6TGrHl8nHl,All Strung Out,8,0.422,0.408,0.442,0.744,0.0345,Nino Tempo & April Stevens,False
3HJrbN8j5vWjXNgRTVUdzY,I Really Don't Want to Know,0,0.341,0.226,0.398,0.958,0.0295,Ronnie Dove,False
3Y6rPDtna1JAvOwALRjNWL,Changes,7,0.532,0.657,0.774,0.187,0.0306,Crispian St. Peters,False
7zySrJDb2H7fn2kF3t9odr,"Don't Worry Mother, Your Son's Heart Is Pure",7,0.489,0.531,0.612,0.1,0.0345,The McCoys,True
5ldK6ZO1TCLm3hfB2WApxV,Take Good Care Of Her,9,0.348,0.29,0.366,0.867,0.0333,Mel Carter,False
54KvNfslBjcL7CquoByiIx,You Are She,5,0.539,0.459,0.7,0.492,0.0354,Chad & Jeremy,False
7wJluiQjZYQYnVTm8EpZqZ,Poverty,2,0.592,0.753,0.93,0.403,0.0368,"Bobby ""Blue"" Bland",False
6uDumYvlbqBcImP65Cfzcn,Born A Woman,9,0.758,0.451,0.934,0.684,0.0294,Sandy Posey,False
4lgkyAvwudA9fcjmOKM706,Mr. Dieingly Sad,34,0.54,0.398,0.541,0.461,0.0304,The Critters,False
6TsoPhQEWTLBMCdKB8o3DF,Summer Samba (So Nice),43,0.573,0.461,0.823,0.786,0.0321,"Walter Wanderley Trio, Astrud Gilberto",False
5rVj0WJEGMO0WQeX9GG4kh,Bus Stop,50,0.601,0.698,0.787,0.103,0.0313,The Hollies,False
2Krnm3qWdy4VG5vTkT0cDn,Almost Persuaded,41,0.251,0.338,0.353,0.861,0.0382,David Houston,True
4RGxUjaCmVtD30pIhtEi7w,Sunshine Superman,57,0.629,0.677,0.627,0.122,0.0299,Donovan,True
13ta4h3JwEmiRzoEZetyd9,In Our Time,18,0.365,0.687,0.562,0.232,0.0638,Nancy Sinatra,True
39dwh4oXl6oiTIKViZRazC,Happiness,0,0.63,0.433,0.495,0.338,0.0325,Shades Of Blue,False
6j2ydq5grFnavpTXTiCYed,Tomorrow Never Comes,4,0.442,0.159,0.207,0.706,0.0282,B.J. Thomas,True
2u6KGhZ5F9y2TUBa9UanzE,Every Day & Every Night,4,0.45,0.724,0.967,0.208,0.044,Trolls,False
1tdltVUBkiBCW1C3yB4zyD,Yellow Submarine,55,0.616,0.636,0.654,0.208,0.0325,The Beatles,True
6EOKwO6WaLal58MSsi6U4W,Eleanor Rigby,51,0.521,0.301,0.621,0.836,0.0356,The Beatles,True
37Dl7jQMmt0gUnzTKqnjkN,Just Like a Woman,50,0.564,0.441,0.469,0.773,0.0437,Bob Dylan,True
2cI7j96n1rfv4RNKuri4or,Summer Wind,52,0.384,0.368,0.548,0.35,0.0319,Frank Sinatra,True
7mmxUXIEB5ARA5g4i4OChA,In The Arms of Love,12,0.237,0.24,0.157,0.895,0.0317,Andy Williams,False
3PuBhcsxuygIthp7VbDoIf,My Uncle Used To Love Me (But She Died),12,0.688,0.48,0.932,0.34,0.043,Roger Miller,False
2cHEvRX7ZJRwqJiN4mKrvb,Blue Side of Lonesome,32,0.453,0.182,0.401,0.9,0.0306,Jim Reeves,True
3ILLt3B8CNzFk1tfXxOEVu,Said I Wasn't Gonna Tell Nobody,10,0.791,0.299,0.556,0.143,0.0622,Sam & Dave,False
5clavfmBD4EU0CyxxUUAiX,I Can Make It With You,2,0.437,0.742,0.705,0.1,0.0284,Jackie DeShannon,False
4Yc46LAsSSWwQBpUG5Xnzv,"Dommage, Dommage (Too Bad, Too Bad)",8,0.2,0.156,0.128,0.814,0.0336,Jerry Vale,False
1OPINklujDatP2f2s25Pyh,"Dommage, Dommage (Too Bad, Too Bad)",3,0.381,0.441,0.496,0.282,0.0281,"Andre Kostelanetz & His Orchestra, Lee Pockriss, Paul Vance",False
4qK7JRcMpizOH7YwWNxlmF,Flamingo,15,0.592,0.612,0.877,0.52,0.0303,Herb Alpert & The Tijuana Brass,False
1U5EmlMCfuJB5xyS4tyTg4,Guantanamera,29,0.601,0.351,0.607,0.855,0.0274,The Sandpipers,True
4CKGv3wy62FEsU6PiRQfUf,See You in September,30,0.536,0.394,0.798,0.859,0.0277,The Happenings,True
5GR1Jj5ahZtoR6WqyM5LP4,Working in the Coal Mine,47,0.766,0.493,0.921,0.691,0.0689,Lee Dorsey,True
0rbyxKKubocBP2LWlwL3L8,Open the Door to Your Heart,33,0.775,0.38,0.903,0.159,0.0405,Darrell Banks,False
7pLsgtrI0Bx1l8UbP1SvEE,Wouldn't It Be Nice,39,0.385,0.657,0.672,0.724,0.0342,The Beach Boys,True
76ICmoJ4PcoMWoooaTxnQs,Land of 1000 Dances,60,0.618,0.588,0.768,0.0128,0.0735,Wilson Pickett,True
5Rb211KhnOhLLXPpt8awxU,How Sweet It Is (To Be Loved By You),64,0.611,0.665,0.772,0.719,0.0669,Jr. Walker & The All Stars,True
6IPcWNpbIt1xid6s4bcOzc,"Stop, Look And Listen",6,0.47,0.638,0.567,0.4,0.0458,The Chiffons,False
7sZurBHnQEJ8urcIu2Mvy1,Secret Love,1,0.479,0.322,0.544,0.395,0.0295,"Richard ""Groove"" Holmes",False
4vju55Ag7apDL2CfotuE7Q,Sunny,59,0.711,0.347,0.661,0.93,0.0394,Bobby Hebb,True
1Cw4wNWzSc9oSeE335I8fw,Turn Down Day,33,0.446,0.372,0.827,0.417,0.0326,The Cyrkle,True
6vH7rcUoSok4FYH6RTRIAE,Wade In The Water,35,0.699,0.627,0.847,0.225,0.0269,Ramsey Lewis,True
0fu7P5TBdKG2YBREKCf6Gh,God Only Knows,35,0.53,0.422,0.485,0.301,0.0331,The Beach Boys,False
5NbH5YGvgF2RbrxeXnGVkM,There Will Never Be Another You,25,0.727,0.381,0.781,0.596,0.0388,Chris Montez,False
0dGE1gcs9Y3tXH2MOMVxwq,Sometimes Good Guys Don't Wear White,18,0.572,0.888,0.975,0.572,0.0358,The Standells,False
31VnXPM48QGMyUmVnVtCAj,Rumors,5,0.636,0.533,0.764,0.306,0.0342,Syndicate Of Sound,True
2I5l8CQz7qdJGWzIiQAg1j,Suspicions,0,0.543,0.341,0.725,0.498,0.03,The Sidekicks,False
4oNfPaPE8CZpJZ1m9xJovG,Little Darling (I Need You),29,0.754,0.596,0.844,0.259,0.0382,Marvin Gaye,True
4Eh6Bxfuvg7Ua9NKi4DKhN,"Dianne, Dianne",0,0.327,0.306,0.38,0.861,0.0302,Ronny & The Daytonas,False
4YIqhxZrNwB8nTCjy4P7CF,My Sweet Potato,8,0.837,0.571,0.712,0.284,0.0475,Booker T. & the M.G.'s,False
324zxcmKjfTtBT0u2qzA9o,Philly Dog,3,0.685,0.653,0.966,0.6,0.0517,Herbie Mann,True
6E9zaZ0Tnm9Np5XkfinOQq,Respectable,11,0.477,0.684,0.939,0.625,0.0348,The Outsiders,False
4kV6opXYLOjYswb9G9liIp,The Joker Went Wild,29,0.697,0.82,0.797,0.696,0.033,Brian Hyland,False
4gKkrvF43rvvO2NpSNbxuk,Summer In The City,44,0.34,0.757,0.603,0.00255,0.0381,The Lovin' Spoonful,True
